,Actress_Name,actress_link,Available_photos,Available_videos,Rank,Profile_views,Video_views,Subscribers,Country,Age,Eye,Hair,Height,Weight,Cup,Measurements,Alias,Official_website,Twitter,Instagram,Bio
417,Diamond Foxxx,https://www.eporner.com/pornstar/diamond-foxxx/,60,122,420,594475,7959378,48,USA,50,Blue,Blonde,"163 cm / 5'4""",47 kg / 103 lbs,G,32G-24-36,"Amy,Diamond Fox,Diamond Foxx",,https://twitter.com/diamondfoxxx2,https://instagram.com/Diamond_foxxx,"Born in West Palm Beach Florida,in January '75 Diamond Foxx has been active in the porn business since 2004. This petite MILF who is 5'0 tall is stacked with a killer body, 34DD-23-34! Busty and Blond, these two traits are a killer combinations and this horny gal has it all!  Diamond Foxx, sometimes credited as Diamond Foxxx, began doing porn in 2004. Before that she worked as a stripper and had much smaller tits. In December 2004 she had a boob job and went up to DD cups. She made about 50 films in her short career - mostly MILF movies. Her career was short and a bit rocky as well with an arrest and early retirement.  Her arrest was in Ohio in February 2005 for prostitution. She was swept up in a sting with escorts (escorts are legal in Ohio, selling sex isn't) and she was arrested for asking $950 dollars an hour for sex. She was later released with only a small fine. ( a small price to pay for a night with her!)  Later that year the adult industry had a blow to it in the form of 2257 regulations. You've probably seen the 2257 notices all over porn sites - the new regulations said that all porn providers in the USA have to make available all the documentation for every model and shoot.  A lot of porn sites went under or just closed rather then do this. It is supposed to go after child porn but it is free porn that takes the hit.  Diamond was one of the casualties and she ended up retiring rather then put up with the 2257 BS. Since then she has moved out of Florida to New York Site and still has her site, DiamondFoxxx.com, where she offers escort services."
418,Kristall Rush,https://www.eporner.com/pornstar/kristall-rush/,11,207,421,437994,9569215,21,Russia,34,Brown,Brunette,"160 cm / 5'3""",46 kg / 101 lbs,A,34A-24-35,"Anna G,Aurelly Rebel,Betty,Kristal Rush,Sasha",,,,"Kristall Rush Is a Russian adult film star who was born on October 5th, 1988. She’s 101 lb, and she stands at 5ft 3in. Her breasts are A cups, and her measurements are 34A-24-35. Although she has very fair skin, her dark brown hair and brown eyes look great and really bring out her complexion. Kristall has two tattoos, Which our hearts that are located on her right and left heel. She also has a piercing on her belly button. Some of the films that she has performed in are Virgin Threesome Party 4, Private Specials 170: Millennials Fuck Better, and Virgin Threesome Party 5. In order to improve her body and make her more popular, Kristall underwent breast enhancement surgery, and the world cheered for joy when she showed off her brand new breasts. She has been rated as one of the top 20 pornstars in all of Russia."
419,Anny Aurora,https://www.eporner.com/pornstar/anny-aurora/,234,103,422,491092,8922366,63,Germany,25,Blue,Blonde,"175 cm / 5'9""", 55 kg / 121 lbs,32C,32-27-34,"Annyaurora,Lady Annyaurora",https://www.anny-aurora.com/,https://twitter.com/AnnyAuroraPorn,https://instagram.com/anny_aurora,
420,Melena Maria Rya,https://www.eporner.com/pornstar/melena-maria-rya/,433,25,423,159554,7671215,27,Russia,31,,Brown,"170 cm / 5'7""",50 kg / 110 lbs,,,"Aktomara A,Maria Ryabushkina,Melena,Melena A,Melena Suka,Melena Tara,Melenna,Sexy Suka",,https://twitter.com/MelenaMariaRya_,https://instagram.com/melenamariarya_,
421,Dylann Vox,https://www.eporner.com/pornstar/dylann-vox/,15,37,424,336294,10550258,79,USA,22,,,,,,,,,,,
422,Francesca Le,https://www.eporner.com/pornstar/francesca-le/,253,88,425,436584,9327081,29,USA,52,Brown,Brown,"157 cm / 5'2""",52 kg / 114 lbs,C,34C-27-36,"Erica Estrada,Erika Estrada,Francesca,Francesca Karups,Francesca Lee,Francesca Lei,Francesca Leigh,Franceska Le,Franchesca Le",,https://twitter.com/francescalexxx,https://instagram.com/francescale,"Although they make a good amount of money per film, not every adult film actress wants to stay an actress. Once they have established themselves, a few of these ladies try directing their own films and opening their own adult film studios. This is definitely one of the goals for Francesca Le. You may have seen her in adult films already as she has brown hair and brown eyes, stands at 5 ft 2 in tall, and only weighs 114 lb. She has a very good body as her breasts are C cups and her measurements are 34C-27-36. She was born on December 28th, 1970, so she definitely is a veteran of the industry. She entered the industry in 1991 and has performed in 243 films. Since then, she has directed over 50 films herself. As a performer, she won two awards; one in 1994 and the other in 2005."
423,Isabella Taylor,https://www.eporner.com/pornstar/isabella-taylor/,34,104,426,466385,8545450,17,Colombia,35,Brown,Brown,"157 cm / 5'2""",52 kg / 114 lbs,B,32B-23-34,"Isabella De Santos,Izabela De Santos",http://isabelladesantosxxx.com,,,"When Isabella starts taking off her clothes, watching her becomes the most important event in the world. She has soft B cup breasts and her measurements are 32B-23-34. Isabella is only 5ft 2 in and weighs around 114lbs. She was born in Colombia on October 20, 1987. Because of her heritage, she has a beautiful complexion, and her brown hair and eyes truly make her stand out. When Isabella Taylor was young, she was the baby of the family and was spoiled rotten. At the age of 26, she started performing in adult films. One of her biggest titles is The Colombian XXX."
424,Shawna Lenee,https://www.eporner.com/pornstar/shawna-lenee/,10,80,427,441699,9451846,29,USA,35,Blue,Blonde,"157 cm / 5'2""",48 kg / 106 lbs,D,32D-24-35,"Cara,Kara ATK,Kara Baker,Kara Bare,Kara Mynor,Shauna Lenne,Shawna,Shawna Lee Scott",https://onlyfans.com/shawnalenee,https://twitter.com/ShawnaLeneeShow,https://www.instagram.com/ShawnaTalks,"Shawna Lenee was born on April 12, 1987 in Cleveland, Ohio. She entered the adult industry when she was 18 years old and she has never looked back. She is quickly becoming a favorite among porn fans and at the 2010 AVN Awards she was recognized for her performances by taking home the award for â€˜Unsung Starlet of the Yearâ€™. With the release of her brand new website, shawnalenee.com, Shawna now has her official home where her fans can be treated with everything Shawna has to offer. Shawna Lenee is committed to making this website a huge success and will continue to add hot new videos and pictures on a regular basis. Also, her webcam shows are not to be missed and fans can expect to see her live at least once every month. Check out the entire tour for a free preview of what can be expected in the members area."
425,Skylar Snow,https://www.eporner.com/pornstar/skylar-snow/,402,113,428,569283,7992493,124,Puerto Rico,27,Blue,Blonde,"165 cm / 5'5""", 66 kg / 146 lbs,34DD,34DD-24-36,,https://onlyfans.com/skylarsnowxxx,https://twitter.com/SkylarSnowxxx,,
426,Silvia Saige,https://www.eporner.com/pornstar/silvia-saige/,699,257,429,614174,7625636,52,USA,37,Brown,Brown,"170 cm / 5'7""",52 kg / 115 lbs,D,34D-27-33,Silvia Sage,https://onlyfans.com/silviasaigexxx,https://twitter.com/silviasaigexxx,https://www.instagram.com/silviasaigesex,
427,Johnny Castle,https://www.eporner.com/pornstar/johnny-castle/,19,533,430,67013,13212720,8,,-,,,,,,,,,,,
428,Yui Hatano,https://www.eporner.com/pornstar/yui-hatano/,33,285,431,627412,7190706,47,Japan,34,Brown,Brown,"163 cm / 5'4""",47 kg / 104 lbs,B,35B-23-33,,,,,
429,Veruca James,https://www.eporner.com/pornstar/veruca-james/,119,107,432,470316,8426620,41,United States,37,Brown,Brunette,"160 cm / 5'3""",52 kg / 114 lbs,B,34B-25-35,Veruca St Peters,http://www.verucajames.com/,,,"Veruca James has such a sweet face and an even sweeter personality. This beautiful brunette with brown eyes has a friendliness about her that is hard to fake, so we believe that her present personality is genuine. She is just a 5ft 3in, 114 lb ball of pure happiness and joy, which we definitely need more of in this world. Veruca was born on October 22nd, 1985, in Chicago, Illinois, and she grew into a naughty little lady with B cup breasts and a 34B-25-35 body. She has been in the adult film industry since 2011 and is still active today in 2020. Throughout her career, she has made over 400 films, which is amazing. She has been nominated for 34 Awards and won seven of them, which is a great feat in anyone’s career. She loves to dress in dark outfits when she’s on camera because it brings out her naughty side."
430,Indian Babe Shanaya,https://www.eporner.com/pornstar/indian-babe-shanaya/,6,30,433,81560,13010076,10,United Kingdom,37,,Black,"13 cm / 0'5""",2 kg / 4 lbs,,,,,,,
431,Jade Jantzen,https://www.eporner.com/pornstar/jade-jantzen/,15,6783,434,655804,7155113,23,Brazil,29,Brown,Black,"163 cm / 5'4""",48 kg / 106 lbs,C,32C-24-36,,,https://twitter.com/JadeJantzenXxx,https://instagram.com/jade_jantzen,"Some women are not meant to be women that a man could try home to their parents. They are the sexy, sultry women who make headlines and rub shoulders with stars and politicians. Jade Jantzen is one of these women, and we want to know where she has been all our life. She weighs 106 lbs, and her height is 5 ft 4in tall. Jade has short brown hair and soft brown eyes. Jade is a natural sexy temptress and with a 32C-24-36 body and C cups breasts. As a proud Latina, she has her own opinions and mind and will not bow to those who try to control what she does and who she does it with. Her birthday is August 1st, 1993, her birth city is Miami, and she entered the adult film industry in 2014. Some of her best films are: Please Cum On My Face After We Fuck 2 and Jade Jantzen’s Round Latina Booty."
432,Melanie Hicks,https://www.eporner.com/pornstar/melanie-hicks/,15,107,435,573645,7862214,141,USA,35,Hazel,Brown,"163 cm / 5'4""",55 kg / 121 lbs,D,34D-24-36,Kaycee,,,,
433,Nikki Sexx,https://www.eporner.com/pornstar/nikki-sexx/,54,333,436,414365,9611020,27,United States,39,Blue,Blonde,"173 cm / 5'8""",68 kg / 150 lbs,DD,36DD-26-42,"Nickie Sexx,Nicky Sexx,Nikki Sex,Nikki Sexxx",,,,"When you are tired from a long day at work, and nothing is catching your eye, the one and only Nikki Sexx can make everything better. This woman is so great at distracting all of her viewers with her big beautiful DD tits; that they will forget to work in the morning! She may be nearly 40 years old, but her body is as tight as any 20-year-olds. She takes very good care of herself, and her measurements are 36DD-26-42. She is about 150 lbs, and she stands at 5 feet 8 inches. She’s a natural blond with baby blue eyes. Nikki Sexx was born on February 27th, 1982, in Panorama City, Los Angeles, California. She is located so close to the adult film industry she practically could have walked there from her home. Her real name is Carrie Elaine Hammontree, and she has a young daughter."
434,Kenzie Madison,https://www.eporner.com/pornstar/kenzie-madison/,86,56,437,593729,7366044,103,USA,25,Grey,Blonde,"162 cm / 5'4""", 57 kg / 126 lbs,32B,32B-26-40,,,https://twitter.com/KenzieMadisonxX,https://instagram.com/kenziemadisonxo,
435,Anna De Ville,https://www.eporner.com/pornstar/anna-de-ville/,95,84,438,473624,8687155,119,USA,25,Hazel,Auburn,"154 cm / 5'1""", 45 kg / 99 lbs,32C,32C-22-32,"Anna Deville,Anna Lee",,https://twitter.com/AnnadeVilleXXX,https://instagram.com/annaisasuccubus,
436,Whitney Wright,https://www.eporner.com/pornstar/whitney-wright-MckkH/,61,189,439,551180,8242512,70,USA,30,Hazel,Brown,"167 cm / 5'6""", 57 kg / 126 lbs,34B,34-25-36,,http://whitneywrightxxx.com/,https://twitter.com/whitneywrightx,https://instagram.com/whitneywrightxo,
437,Kathia Nobili,https://www.eporner.com/pornstar/kathia-nobili-rRE2A/,169,22,440,603163,7644745,20,Czech Republic,40,Green,Blonde,"163 cm / 5'4""",65 kg / 143 lbs,B,34B-25-36,"Cathy Campbel,Cathy Campbell,Caty,Caty Cambel,Caty Campbel,Caty Campbell,Caty Sapphic,Kathia,Kathia ATK,Kathia DDF,Kathy Cambel,Kathy Campbel,Katia Campbell,Katia Nobili,Katty Campbell,Katy Cambel,Katya Nobili",https://www.clips4sale.com/studio/76113/kathianobiligirls,https://twitter.com/kathianobilixx,https://instagram.com/kathianobilireal,"As an all-natural blonde woman with green eyes, it is a shame that Kathia Nobili does not have two twin sisters to add more of her looks into the world. Her beauty and 34B-25-36 body is a finite resource, so we will use her wisely. Kathia was born on June 21st, 1982, and she has grown to be a 5-ft 4-in tall woman who is 143lb and has B cups. She was born in Prague, and some of the aliases that she uses in adult films are Cathy Campbell and Katia Campbell. When she was 23 years old, she started working in the adult film industry and is still active 17 years later in 2020. She is part of the European adult film industry as she currently lives in Budapest. Some of the titles of her films are: Don’t Tell My Husband U Fucked My Ass, Top Wet Girls 1, and Private Gold 109: Prime Minister’s Sex Tape."
